,origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude,origin_descripcion,origin_temperatura,origin_minima,origin_maxima,origin_sensacion_termica,origin_nubes,destination_descripcion,destination_temperatura,destination_minima,destination_maxima,destination_sensacion_termica,destination_nubes
170,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
171,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
172,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
173,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
174,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
175,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
176,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
177,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
178,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
179,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
180,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
181,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
182,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
183,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
184,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
185,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
186,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
187,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
188,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
189,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
190,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
191,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
192,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
193,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
194,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
195,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
196,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
197,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
198,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
199,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
200,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
201,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
202,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
203,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
204,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
205,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
206,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
207,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
208,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
209,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
210,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
211,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
212,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
213,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
214,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
215,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
216,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
217,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
218,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
219,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
220,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
221,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
222,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
223,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
224,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
225,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
226,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
227,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
228,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
229,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
230,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
231,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
232,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
233,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
234,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
235,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
236,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
237,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
238,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
239,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
240,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
241,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
242,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
243,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
244,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
245,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
246,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
247,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
248,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
249,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
250,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
251,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
252,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
253,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
254,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
255,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
256,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
257,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
258,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
259,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
260,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
261,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
262,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
263,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
264,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
265,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
266,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
267,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
268,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
269,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
270,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
271,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
272,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
273,MEX,CJS,19.4363,-99.0721,31.6361,-106.429,nubes,20.85,20.57,22.32,20.04,100,cielo claro,19.17,18.11,20.05,17.51,0
274,MEX,CJS,19.4363,-99.0721,31.6361,-106.429,nubes,20.85,20.57,22.32,20.04,100,cielo claro,19.17,18.11,20.05,17.51,0
275,CJS,MEX,31.6361,-106.429,19.4363,-99.0721,cielo claro,19.17,18.11,20.05,17.51,0,nubes,20.85,20.57,22.32,20.04,100
276,CJS,MEX,31.6361,-106.429,19.4363,-99.0721,cielo claro,19.17,18.11,20.05,17.51,0,nubes,20.85,20.57,22.32,20.04,100
277,MTY,GDL,25.7785,-100.107,20.5218,-103.311,cielo claro,28.77,27.48,29.0,27.38,0,cielo claro,30.0,28.45,30.0,28.14,0
278,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
279,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
280,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
281,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
282,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
283,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
284,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
285,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
286,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
287,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
288,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
289,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
290,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
291,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
292,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
293,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
294,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
295,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
296,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
297,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
298,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
299,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
300,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
301,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
302,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
303,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
304,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
305,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
306,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
307,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
308,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
309,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
310,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
311,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
312,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
313,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
314,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
315,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
316,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
317,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
318,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
319,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
320,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
321,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
322,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
323,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
324,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
325,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
326,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
327,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
328,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
329,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
330,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
331,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
332,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
333,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
334,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
335,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
336,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
337,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
338,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
339,CUN,MEX,21.0365,-86.8771,19.4363,-99.0721,muy nuboso,26.0,25.62,26.0,26.0,75,nubes,20.85,20.57,22.32,20.04,100
340,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
341,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
342,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
343,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
344,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
345,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
346,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
347,MEX,CUN,19.4363,-99.0721,21.0365,-86.8771,nubes,20.85,20.57,22.32,20.04,100,muy nuboso,26.0,25.62,26.0,26.0,75
